Condition,Page,Trial_No,LCP_ms,FCP_ms,Transfer_MB,Prerendered
tc_profile,Light,1,664.00,0.00,0.01,false
tc_profile,Light,2,376.00,0.00,0.01,false
tc_profile,Light,3,368.00,0.00,0.01,false
tc_profile,Light,4,380.00,0.00,0.01,false
tc_profile,Light,5,380.00,0.00,0.01,false
tc_profile,Light,6,392.00,0.00,0.01,false
tc_profile,Light,7,388.00,0.00,0.01,false
tc_profile,Light,8,380.00,0.00,0.01,false
tc_profile,Light,9,380.00,0.00,0.01,false
tc_profile,Light,10,360.00,360.00,0.01,false
tc_profile,Light,11,424.00,0.00,0.01,false
tc_profile,Light,12,424.00,0.00,0.01,false
tc_profile,Light,13,384.00,0.00,0.01,false
tc_profile,Light,14,388.00,0.00,0.01,false
tc_profile,Light,15,412.00,0.00,0.01,false
tc_profile,Light,16,384.00,0.00,0.01,false
tc_profile,Light,17,436.00,0.00,0.01,false
tc_profile,Light,18,376.00,0.00,0.01,false
tc_profile,Light,19,372.00,0.00,0.01,false
tc_profile,Light,20,388.00,0.00,0.01,false
tc_profile,Light,21,376.00,0.00,0.01,false
tc_profile,Light,22,372.00,0.00,0.01,false
tc_profile,Light,23,364.00,0.00,0.01,false
tc_profile,Light,24,372.00,0.00,0.01,false
tc_profile,Light,25,388.00,0.00,0.01,false
tc_profile,Light,26,388.00,0.00,0.01,false
tc_profile,Light,27,380.00,0.00,0.01,false
tc_profile,Light,28,380.00,0.00,0.01,false
tc_profile,Light,29,372.00,0.00,0.01,false
tc_profile,Light,30,376.00,0.00,0.01,false
tc_profile,Light,31,364.00,0.00,0.01,false
tc_profile,Light,32,392.00,0.00,0.01,false
tc_profile,Light,33,416.00,0.00,0.01,false
tc_profile,Light,34,376.00,0.00,0.01,false
tc_profile,Light,35,364.00,0.00,0.01,false
tc_profile,Light,36,372.00,0.00,0.01,false
tc_profile,Light,37,372.00,0.00,0.01,false
tc_profile,Light,38,376.00,0.00,0.01,false
tc_profile,Light,39,368.00,0.00,0.01,false
